#,mac,name,ipaddress
406;54:72:4f:46:91:cd;None;172.16.49.16
407;18:89:5b:e0:26:e7;None;172.16.53.234
408;00:25:ab:49:c7:a7;None;192.168.90.21
409;5c:83:8f:a7:e3:68;None;172.16.48.213
410;70:e7:2c:a5:d9:ba;None;172.16.50.243
411;00:21:b7:5c:62:ce;None;192.168.7.51
412;00:1f:b5:21:80:5b;None;192.168.9.103
413;00:1f:c6:99:f8:9c;None;192.168.17.17
414;7c:ad:74:dc:c4:0c;None;172.16.48.141
415;74:e5:43:23:ce:8a;None;172.16.52.190
416;00:24:97:aa:8b:44;None;10.200.1.181
417;60:f8:1d:d0:06:c0;None;172.16.50.239
418;a8:66:7f:ab:c0:29;None;172.16.61.182
419;84:a6:c8:a1:da:1f;None;172.16.57.59
420;64:6c:b2:a6:a4:f4;None;172.16.58.178
421;00:1c:c0:6b:33:af;None;192.168.101.253
422;64:89:9a:68:50:2a;None;172.16.50.105
423;30:75:12:f3:32:55;None;172.16.62.137
424;c4:07:2f:74:a4:78;None;172.16.49.9
425;d0:57:4c:04:96:40;None;192.168.13.34
426;54:a2:74:a6:71:83;None;172.16.48.69
427;20:3a:07:ed:12:c0;None;192.168.13.234
428;f8:0f:41:bf:71:c7;None;172.16.19.219
429;50:06:04:73:0f:88;None;10.200.4.138
430;1c:7b:21:8f:94:dc;None;172.16.52.13
431;00:24:97:aa:75:cf;None;10.200.4.58
432;d8:cb:8a:17:90:e0;None;192.168.101.61
433;00:0e:0c:6b:90:8f;pix-db.utalca.cl;190.110.100.30
434;50:f0:d3:83:3f:e3;None;172.16.61.24
435;d0:9d:ab:c8:69:86;None;172.16.59.226
436;00:24:97:aa:75:c0;None;10.200.3.156
437;00:24:97:aa:75:c8;None;10.200.4.151
438;a8:bb:cf:a2:b5:be;None;192.168.36.162
439;e8:40:f2:07:79:8f;None;192.168.70.121
440;a4:6c:2a:ed:0a:be;None;172.16.48.195
441;5c:51:4f:1a:9f:87;None;172.16.51.35
442;30:f7:c5:4a:d2:8a;None;172.16.51.123
443;0c:15:39:eb:0e:f7;None;172.16.62.230
444;d0:87:e2:7b:e9:21;None;172.16.55.84
445;00:10:83:a3:14:ed;None;192.168.7.167
446;dc:a5:f4:40:d1:40;None;192.168.13.251
